Tconst,Const,Name,Year,Rating,Genre
tt0408236,nm0000136,Sweeney Todd: The Demon Barber of Fleet Street,2007,7.3,"Drama, Horror, Musical, Thriller"
tt0325980,nm0000136,Pirates of the Caribbean: The Curse of the Black Pearl,2003,8.1,"Action, Adventure, Fantasy"
tt0449088,nm0000136,Pirates of the Caribbean: At World's End,2007,7.1,"Action, Adventure, Fantasy"
tt0383574,nm0000136,Pirates of the Caribbean: Dead Man's Chest,2006,7.4,"Action, Adventure, Fantasy"
tt0367594,nm0000136,Charlie and the Chocolate Factory,2005,6.7,"Adventure, Comedy, Family, Fantasy, Musical"
tt3045616,nm0000136,Mortdecai,2015,5.5,"Action, Adventure, Comedy, Crime, Mystery"
tt1210819,nm0000136,The Lone Ranger,2013,6.4,"Action, Adventure, Drama, Western"
tt0109707,nm0000136,Ed Wood,1994,7.8,"Biography, Comedy, Drama"
tt0162661,nm0000136,Sleepy Hollow,1999,7.3,"Fantasy, Horror, Mystery"
tt1077368,nm0000136,Dark Shadows,2012,6.2,"Comedy, Fantasy, Horror"
tt1355683,nm0000136,Black Mass,2015,6.8,"Biography, Crime, Drama"
tt1298650,nm0000136,Pirates of the Caribbean: On Stranger Tides,2011,6.6,"Action, Adventure, Fantasy"
tt11847842,nm0000136,The Tourist,2010,6,"Action, Drama, Mystery, Thriller"
tt0308644,nm0000136,Finding Neverland,2004,7.7,"Biography, Drama, Family"
tt0112883,nm0000136,Don Juan DeMarco,1994,6.7,"Comedy, Drama, Romance"
tt0106387,nm0000136,Benny & Joon,1993,7.1,"Comedy, Drama, Romance"
tt1192628,nm0000136,Rango,2011,7.3,"Animation, Action, Adventure, Comedy, Family, Western"
tt0099487,nm0000136,Edward Scissorhands,1990,7.9,"Drama, Fantasy, Romance"
tt0285823,nm0000136,Once Upon a Time in Mexico,2003,6.3,"Action, Crime, Thriller"
tt0120669,nm0000136,Fear and Loathing in Las Vegas,1998,7.5,"Adventure, Comedy, Drama"
tt0070666,nm0000199,Serpico,1973,7.7,"Biography, Crime, Drama, Thriller"
tt0072890,nm0000199,Dog Day Afternoon,1975,8,"Biography, Crime, Drama, Thriller"
tt0068646,nm0000199,The Godfather,1972,9.2,"Crime, Drama"
tt0099422,nm0000199,Dick Tracy,1990,6.2,"Action, Comedy, Crime, Music, Romance, Thriller"
tt0078718,nm0000199,And Justice for All,1979,7.4,"Crime, Drama, Thriller"
tt0104348,nm0000199,Glengarry Glen Ross,1992,7.7,"Crime, Drama, Mystery"
tt0105323,nm0000199,Scent of a Woman,1992,8,Drama
tt0118971,nm0000199,The Devil's Advocate,1997,7.5,"Drama, Fantasy, Mystery, Thriller"
tt1302006,nm0000199,The Irishman,2019,7.8,"Biography, Crime, Drama"
tt0119008,nm0000199,Donnie Brasco,1997,7.7,"Biography, Crime, Drama"
tt0071562,nm0000199,The Godfather Part II,1974,9,"Crime, Drama"
tt0106519,nm0000199,Carlito's Way,1993,7.9,"Crime, Drama, Thriller"
tt0278504,nm0000199,Insomnia,2002,7.2,"Drama, Mystery, Thriller"
tt0810913,nm0000199,Jack and Jill,2011,3.3,Comedy
tt0099674,nm0000199,The Godfather Part III,1990,7.6,"Crime, Drama"
tt0140352,nm0000199,The Insider,1999,7.8,"Biography, Drama, History, Thriller"
tt0417217,nm0000199,Two for the Money,2005,6.2,"Crime, Drama, Sport"
tt0146838,nm0000199,Any Given Sunday,1999,6.9,"Drama, Sport"
tt0086250,nm0000199,Scarface,1983,8.3,"Crime, Drama"
tt1772288,nm0000199,Danny Collins,2015,7,"Comedy, Drama, Music"
tt0101540,nm0000134,Cape Fear,1991,7.3,"Crime, Thriller"
tt0081398,nm0000134,Raging Bull,1980,8.1,"Biography, Drama, Sport"
tt0075314,nm0000134,Taxi Driver,1976,8.2,"Crime, Drama"
tt0077416,nm0000134,The Deer Hunter,1978,8.1,"Drama, War"
tt0070379,nm0000134,Mean Streets,1973,7.2,"Crime, Drama, Thriller"
tt1302006,nm0000134,The Irishman,2019,7.8,"Biography, Crime, Drama"
tt0212338,nm0000134,Meet the Parents,2000,7,"Comedy, Romance"
tt0343737,nm0000134,The Good Shepherd,2006,6.7,"Drama, History, Thriller"
tt1045658,nm0000134,Silver Linings Playbook,2012,7.7,"Comedy, Drama, Romance"
tt0099685,nm0000134,Goodfellas,1990,8.7,"Biography, Crime, Drama"
tt0095631,nm0000134,Midnight Run,1988,7.5,"Action, Comedy, Crime, Thriller"
tt0106489,nm0000134,A Bronx Tale,1993,7.8,"Crime, Drama"
tt0122933,nm0000134,Analyze This,1999,6.7,"Comedy, Crime"
tt0122690,nm0000134,Ronin,1998,7.2,"Action, Crime, Thriller"
tt0099077,nm0000134,Awakenings,1990,7.8,"Biography, Drama"
tt10676052,nm0000134,The Fan,1996,5.9,"Action, Adventure, Sci-Fi"
tt0120885,nm0000134,Wag the Dog,1997,7.1,"Comedy, Drama"
tt0071562,nm0000134,The Godfather Part II,1974,9,"Crime, Drama"
tt0112641,nm0000134,Casino,1995,8.2,"Crime, Drama"
tt0780511,nm0000134,Everybody's Fine,2009,7.1,"Adventure, Drama"
tt0119488,nm0000228,L.A. Confidential,1997,8.2,"Crime, Drama, Mystery, Thriller"
tt0114814,nm0000228,The Usual Suspects,1995,8.5,"Crime, Drama, Mystery, Thriller"
tt0169547,nm0000228,American Beauty,1999,8.3,Drama
tt0114369,nm0000228,Se7en,1995,8.6,"Crime, Drama, Mystery, Thriller"
tt0478087,nm0000228,21,2008,6.8,"Crime, Drama, Thriller"
tt27791972,nm0000228,Outbreak,1995,6.6,"Horror, Mystery, Thriller"
tt0363473,nm0000228,Beyond the Sea,2004,6.7,"Biography, Drama, Music, Musical"
tt11343686,nm0000228,Swimming with Sharks,1994,7,"Drama, Thriller"
tt0104348,nm0000228,Glengarry Glen Ross,1992,7.7,"Crime, Drama, Mystery"
tt1856010,nm0000228,House of Cards,2013,8.6,Drama
tt0272152,nm0000228,K-PAX,2001,7.4,"Drama, Mystery, Sci-Fi"
tt1615147,nm0000228,Margin Call,2011,7.1,"Drama, Thriller"
tt0119668,nm0000228,Midnight in the Garden of Good and Evil,1997,6.6,"Crime, Drama, Mystery, Thriller"
tt0223897,nm0000228,Pay It Forward,2000,7.2,Drama
tt0120824,nm0000228,The Shipping News,2001,6.7,Drama
tt0120768,nm0000228,The Negotiator,1998,7.3,"Action, Crime, Drama, Mystery, Thriller"
tt0110955,nm0000228,The Ref,1994,6.9,"Comedy, Crime, Drama"
tt0120623,nm0000228,A Bug's Life,1998,7.2,"Animation, Adventure, Comedy, Family"
tt0289992,nm0000228,The Life of David Gale,2003,7.5,"Crime, Drama, Mystery, Thriller"
tt0117913,nm0000228,A Time to Kill,1996,7.5,"Crime, Drama, Thriller"
tt2671706,nm0000243,Fences,2016,7.2,Drama
tt1037705,nm0000243,The Book of Eli,2010,6.8,"Action, Adventure, Drama, Thriller"
tt0139654,nm0000243,Training Day,2001,7.8,"Crime, Drama, Thriller"
tt0168786,nm0000243,Antwone Fisher,2002,7.3,"Biography, Drama"
tt0115956,nm0000243,Courage Under Fire,1996,6.6,"Action, Drama, Mystery, Thriller, War"
tt0104797,nm0000243,Malcolm X,1992,7.7,"Biography, Drama, History"
tt0174856,nm0000243,The Hurricane,1999,7.6,"Biography, Drama, Sport"
tt1907668,nm0000243,Flight,2012,7.3,"Drama, Thriller"
tt0427309,nm0000243,The Great Debaters,2007,7.5,"Biography, Drama, Romance"
tt6000478,nm0000243,"Roman J. Israel, Esq.",2017,6.5,"Crime, Drama, Thriller"
tt0765429,nm0000243,American Gangster,2007,7.8,"Biography, Crime, Drama"
tt0112740,nm0000243,Crimson Tide,1995,7.4,"Action, Drama, Thriller, War"
tt0210945,nm0000243,Remember the Titans,2000,7.8,"Biography, Comedy, Drama, Sport"
tt0097441,nm0000243,Glory,1989,7.8,"Biography, Drama, History, War"
tt11242246,nm0000243,The Equalizer,2014,7.2,"Action, Crime, Drama, Mystery, Thriller"
tt3766354,nm0000243,The Equalizer 2,2018,6.7,"Action, Crime, Thriller"
tt2404435,nm0000243,The Magnificent Seven,2016,6.9,"Action, Adventure, Drama, Western"
tt0313443,nm0000243,Out of Time,2003,6.5,"Crime, Drama, Mystery, Thriller"
tt0251160,nm0000243,John Q,2002,7.1,"Crime, Drama, Thriller"
tt1599348,nm0000243,Safe House,2012,6.7,"Action, Thriller"
tt1707386,nm0000128,Les Misérables,2012,7.5,"Drama, Musical, Romance"
tt9218128,nm0000128,Gladiator,2000,8.5,"Action, Adventure, Drama"
tt0268978,nm0000128,A Beautiful Mind,2001,8.2,"Biography, Drama, Mystery"
tt0119488,nm0000128,L.A. Confidential,1997,8.2,"Crime, Drama, Mystery, Thriller"
tt0352248,nm0000128,Cinderella Man,2005,8,"Biography, Drama, Romance, Sport"
tt3007512,nm0000128,The Water Diviner,2014,7,"Drama, History, War"
tt0955308,nm0000128,Robin Hood,2010,6.6,"Action, Adventure, Drama, History"
tt0140352,nm0000128,The Insider,1999,7.8,"Biography, Drama, History, Thriller"
tt1959490,nm0000128,Noah,2014,5.8,"Action, Adventure, Drama"
tt0381849,nm0000128,3:10 to Yuma,2007,7.6,"Action, Crime, Drama, Western"
tt0311113,nm0000128,Master and Commander: The Far Side of the World,2003,7.5,"Action, Adventure, Drama, War"
tt0473705,nm0000128,State of Play,2009,7.1,"Crime, Drama, Mystery, Thriller"
tt3799694,nm0000128,The Nice Guys,2016,7.4,"Action, Comedy, Crime, Thriller"
