Const,Name,Year
nm0000136,ALFS Award,1996
nm0000136,Golden Aries,1998
nm0000136,Golden Globe,2008
nm0000136,Rembrandt Award,2007
nm0000136,Rembrandt Award,2008
nm0000136,Career Achievement Award,2009
nm0000136,ShoWest Award,1990
nm0000136,Actor,2004
nm0000136,Honorary César,1999
nm0000136,Audience Award,2004
nm0000136,MTV Movie Award,2007
nm0000136,Blockbuster Entertainment Award,2000
nm0000136,People's Choice Award,2006
nm0000136,Blimp Award,2008
nm0000136,Actor of the Year,2003
nm0000136,Empire Award,2004
nm0000136,Empire Award,2006
nm0000136,Teen Choice Award,2004
nm0000136,Teen Choice Award,2004
nm0000136,Teen Choice Award,2006
nm0000136,Teen Choice Award,2006
nm0000136,Teen Choice Award,2007
nm0000136,Teen Choice Award,2008
nm0000136,National Movie Award,2008
nm0000136,MTV Movie Award,2008
nm0000136,MTV Movie Award,2008
nm0000136,NRJ Ciné Award,2006
nm0000136,MTV Movie Award,2004
nm0000136,People's Choice Award,2007
nm0000136,People's Choice Award,2007
nm0000136,People's Choice Award,2007
nm0000136,Star on the Walk of Fame,1999
nm0000136,MTV Movie Award,2004
nm0000136,People's Choice Award,2005
nm0000136,People's Choice Award,2008
nm0000136,People's Choice Award,2010
nm0000136,People's Choice Award,2010
nm0000136,Blimp Award,2011
nm0000136,Rembrandt Award,2011
nm0000136,People's Choice Award,2011
nm0000136,Teen Choice Award,2011
nm0000136,SFX Award,2007
nm0000136,SFX Award,2004
nm0000136,Teen Choice Award,2011
nm0000136,People's Choice Award,2012
nm0000136,People's Choice Award,2012
nm0000136,MTV Generation Award,2012
nm0000136,National Movie Award,2011
nm0000136,Blimp Award,2013
nm0000136,People's Choice Award,2014
nm0000136,Distinguished Artisan Award,2014
nm0000136,Scream Award,2006
nm0000136,Jupiter Award,2007
nm0000136,Jupiter Award,2008
nm0000136,Jupiter Award,1996
nm0000136,Jupiter Award,2004
nm0000136,WFCC Award,2005
nm0000136,ACCA,2003
nm0000136,Golden Schmoes,2007
nm0000136,Fondazione Mimmo Rotella Special Award,2015
nm0000136,Modern Master Award,2016
nm0000136,Desert Palm Achievement Award,2016
nm0000136,People's Choice Award,2016
nm0000136,Golden Schmoes,2004
nm0000136,Bravo Otto Germany,2006
nm0000136,Yoga Award,2016
nm0000136,People's Choice Award,2017
nm0000136,Golden Schmoes,2003
nm0000136,Georges Award,2005
nm0000136,Georges Award,2007
nm0000136,Georges Award,2006
nm0000136,Yoga Award,2004
nm0000136,Georges Award,2009
nm0000136,Golden Schmoes,2003
nm0000136,Chainsaw Award,2000
nm0000136,Scream Award,2007
nm0000136,Special Achievement Award,2015
nm0000136,Honorable Mention,2021
nm0000136,Donostia Lifetime Achievement Award,2021
nm0000136,Nickelodeon Kid's Choice Award,2007
nm0000136,Honorary Award,2021
nm0000136,Deauville Talent Award,2019
nm0000199,LAFCA Award,1975
nm0000199,BSFC Award,1997
nm0000199,KCFCC Award,1975
nm0000199,NSFC Award,1973
nm0000199,NBR Award,1972
nm0000199,NBR Award,1973
nm0000199,Oscar,1993
nm0000199,Donostia Lifetime Achievement Award,1996
nm0000199,Prize San Sebastián,1975
nm0000199,Golden Globe,1993
nm0000199,Golden Globe,1974
nm0000199,Golden Globe,2004
nm0000199,Cecil B. DeMille Award,2001
nm0000199,DGA Award,1997
nm0000199,Actor,2004
nm0000199,BAFTA Film Award,1976
nm0000199,Special David,1973
nm0000199,David,1974
nm0000199,Primetime Emmy,2010
nm0000199,Primetime Emmy,2004
nm0000199,Career Golden Lion,1994
nm0000199,Lifetime Achievement Award,1996
nm0000199,Film Excellence Award,1992
nm0000199,Best Actor,1980
nm0000199,American Comedy Award,1991
nm0000199,Life Achievement Award,2007
nm0000199,Gala Tribute,2000
nm0000199,Best Actor,1992
nm0000199,Satellite Award,2010
nm0000199,Golden Globe,2011
nm0000199,Actor,2011
nm0000199,Queer Lion Award,2011
nm0000199,Razzie Award,2012
nm0000199,Razzie Award,2012
nm0000199,Career Achievement Award,2012
nm0000199,Golden Camera for Lifetime Achievement,2013
nm0000199,OFTA Television Award,2010
nm0000199,OFTA Film Hall of Fame,2003
nm0000199,EDA Special Mention Award,2016
nm0000199,Gold Derby TV Award,2010
nm0000199,Gold Derby TV Award,2004
nm0000199,Gold Derby TV Award,2010
nm0000199,Yoga Award,2009
nm0000199,Festival Prize,2017
nm0000199,Kennedy Center Honors,2016
nm0000199,CinEuphoria,2019
nm0000199,Hollywood Film Award,2019
nm0000199,Icon Award,2019
nm0000199,Chainsaw Award,1998
nm0000199,Jaeger-LeCoultre Glory to the Filmmaker Award,2011
nm0000199,OFTA Film Hall of Fame,2022
nm0000199,Jack Valenti Legend Award,2013
nm0000134,LAFCA Award,1976
nm0000134,LAFCA Award,1980
nm0000134,BSFC Award,1981
nm0000134,NYFCC Award,1976
nm0000134,NYFCC Award,1980
nm0000134,NYFCC Award,1990
nm0000134,NSFC Award,1974
nm0000134,NSFC Award,1976
nm0000134,NBR Award,1980
nm0000134,NBR Award,1990
nm0000134,Oscar,1975
nm0000134,Oscar,1981
nm0000134,Donostia Lifetime Achievement Award,2000
nm0000134,Golden Globe,1981
nm0000134,Golden Camera for Lifetime Achievement,2008
nm0000134,Hollywood Film Award,2009
nm0000134,Career Golden Lion,1993
nm0000134,Blockbuster Entertainment Award,2000
nm0000134,Lifetime Achievement Award,2001
nm0000134,Christopher Award,1997
nm0000134,Special Prize for Outstanding Contribution to World Cinema,2008
nm0000134,Life Achievement Award,2003
nm0000134,Man of the Year,1979
nm0000134,Honorary Prize,1997
nm0000134,MTV Movie Award,2001
nm0000134,Sant Jordi,1978
nm0000134,Sant Jordi,1986
nm0000134,Fotogramas de Plata,1978
nm0000134,Taormina Arte Award,2010
nm0000134,Cecil B. DeMille Award,2011
nm0000134,Golden Phoenix,1981
nm0000134,Britannia Award,2009
nm0000134,Silver Berlin Bear,2007
nm0000134,Hollywood Film Award,2012
nm0000134,Kirk Douglas Award for Excellence in Film,2013
nm0000134,Muse Award,1993
nm0000134,Capri Ensemble Cast Award,2012
nm0000134,NYFCC Award,1973
nm0000134,DFCS Award,2012
nm0000134,Jupiter Award,1993
nm0000134,MINY,2012
nm0000134,Career Achievement Award,2015
nm0000134,OFTA Film Hall of Fame,1998
nm0000134,Christopher Award,2003
nm0000134,Gold Derby Film Award,2014
nm0000134,Gold Derby Film Award,2013
nm0000134,Career Achievement Award,2010
nm0000134,Yoga Award,2009
nm0000134,Honorary Heart of Sarajevo,2016
nm0000134,Gala Tribute,2017
nm0000134,Hollywood Film Award,2016
nm0000134,AACTA International Award,2013
nm0000134,Satellite Award,2018
nm0000134,Excellence in Media Award,2016
nm0000134,CinEuphoria,2019
nm0000134,Life Achievement Award,2020
nm0000134,Icon Award,2019
nm0000134,Gotham Independent Film Award,2019
nm0000134,National Film and Television Award,2019
nm0000134,Kennedy Center Honors,2009
nm0000134,Creative Impact in Acting Award,2020
nm0000134,Best Actor,1978
nm0000134,BEFTTA Award,1978
nm0000134,Lifetime Achievement Award,2006
nm0000134,Black Reel,2019
nm0000134,OFTA Film Hall of Fame,2021
nm0000134,NYFCC Award,1973
nm0000134,Movies for Grownups Award,2024
nm0000228,CFCA Award,1996
nm0000228,CFCA Award,2000
nm0000228,SEFCA Award,2000
nm0000228,SDFCS Award,1999
nm0000228,Special Achievement Award,1998
nm0000228,ALFS Award,2000
nm0000228,Golden Aries,2000
nm0000228,Sierra Award,2000
nm0000228,DFWFCA Award,1996
nm0000228,DFWFCA Award,2000
nm0000228,BSFC Award,1995
nm0000228,BSFC Award,1997
nm0000228,KCFCC Award,1999
nm0000228,OFCS Award,2000
nm0000228,FFCC Award,2000
nm0000228,TFCA Award,1999
nm0000228,NYFCC Award,1995
nm0000228,NBR Award,1995
nm0000228,NBR Award,1995
nm0000228,Tribute to Independent Vision Award,2000
nm0000228,Oscar,1996
nm0000228,Oscar,2000
nm0000228,Special Award,2008
nm0000228,Actor,2000
nm0000228,Actor,2000
nm0000228,BAFTA Film Award,2000
nm0000228,Sonny Bono Visionary Award,2005
nm0000228,MTV Movie Award,1996
nm0000228,Film Excellence Award,1999
nm0000228,Chlotrudis Award,1996
nm0000228,Chlotrudis Award,1998
nm0000228,Chlotrudis Award,2000
nm0000228,Maverick Tribute Award,1998
nm0000228,Golden Apple,2001
nm0000228,Role Model Award,2002
nm0000228,Empire Award,1998
nm0000228,Peter J. Owens Award,2002
nm0000228,Star on the Walk of Fame,1999
nm0000228,Best Actor,1992
nm0000228,Golden Space Needle Award,1995
nm0000228,Robert Altman Award,2012
nm0000228,STFC Award,1995
nm0000228,Critics Choice Award,1996
nm0000228,STFC Award,1997
nm0000228,OFTA Film Award,2000
nm0000228,Jupiter Award,2001
nm0000228,Audience Award,2001
nm0000228,Golden Globe,2015
nm0000228,Actor,2015
nm0000228,ACCA,1999
nm0000228,Golden Camera,2015
nm0000228,ACCA,1995
nm0000228,ACCA,1995
nm0000228,Actor,2016
nm0000228,NAVGTR Award,2015
nm0000228,EDA Special Mention Award,2018
nm0000228,Felix,2016
nm0000228,Chainsaw Award,1996
nm0000228,Webby Award,2013
nm0000228,FIFF Award,2024
nm0000228,Folkestone Independent Film Award,2024
nm0000243,CFCA Award,1993
nm0000243,SEFCA Award,1993
nm0000243,SEFCA Award,1997
nm0000243,WAFCA Award,2002
nm0000243,LAFCA Award,2001
nm0000243,BSFC Award,1992
nm0000243,BSFC Award,2001
nm0000243,KCFCC Award,1989
nm0000243,KCFCC Award,1992
nm0000243,KCFCC Award,2001
nm0000243,Freedom Award,2003
nm0000243,Lone Star Film & Television Award,1997
nm0000243,NYFCC Award,1992
nm0000243,Tribute to Independent Vision Award,1993
nm0000243,Oscar,1990
nm0000243,Oscar,2002
nm0000243,Silver Berlin Bear,1993
nm0000243,Silver Berlin Bear,2000
nm0000243,Golden Globe,1990
nm0000243,Golden Globe,2000
nm0000243,Christopher Award,2008
nm0000243,ShoWest Award,1997
nm0000243,Stanley Kramer Award,2003
nm0000243,Image Award,2008
nm0000243,Image Award,1997
nm0000243,Image Award,2003
nm0000243,Image Award,2003
nm0000243,Image Award,2002
nm0000243,Britannia Award,2007
nm0000243,BET Award,2001
nm0000243,Golden Apple,1995
nm0000243,Image Award,1998
nm0000243,Best Actor,1989
nm0000243,Image Award,2001
nm0000243,Black Reel,2000
nm0000243,Black Reel,2001
nm0000243,Black Reel,2002
nm0000243,Black Reel,2003
nm0000243,MTV Movie Award,1993
nm0000243,Image Award,1996
nm0000243,Image Award,1996
nm0000243,Image Award,2000
nm0000243,AFI Award,2002
nm0000243,Image Award,1986
nm0000243,Image Award,1990
nm0000243,Image Award,1993
nm0000243,Image Award,1994
nm0000243,Humanitarian Award,2000
nm0000243,MTV Movie Award,2002
nm0000243,Image Award,2011
nm0000243,BET Award,2005
nm0000243,BET Award,2004
nm0000243,BET Award,2008
nm0000243,Black Reel,2003
nm0000243,Golden Camera,2012
nm0000243,Image Award,1988
nm0000243,Image Award,2013
nm0000243,Black Reel,2013
nm0000243,EDA Special Mention Award,2013
nm0000243,AAFCA Award,2012
nm0000243,Donostia Lifetime Achievement Award,2014
nm0000243,DFWFCA Award,1993
nm0000243,Cecil B. DeMille Award,2016
nm0000243,Entertainer of the Year Award,1997
nm0000243,Christopher Award,2003
nm0000243,Movies for Grownups Award,2013
nm0000243,Best of the Fest,2016
nm0000243,SFFCC Award,2016
nm0000243,AAFCA Award,2016
nm0000243,Movies for Grownups Award,2017
nm0000243,Black Reel,2017
nm0000243,Jupiter Award,2017
nm0000243,Modern Master Award,2017
nm0000243,All Def Movie Award,2016
nm0000243,BFCC Award,2016
nm0000243,COFCA Award,2017
nm0000243,Board of the Governors Award,2017
nm0000243,Actor,2017
nm0000243,Showmanship Award,2017
nm0000243,Image Award,2017
nm0000243,ACCA,1992
nm0000243,Felix,2013
nm0000243,OFTA Film Hall of Fame,2019
nm0000128,PFCS Award,2002
nm0000128,SDFCS Award,2000
nm0000128,ALFS Award,2001
nm0000128,LAFCA Award,1999
nm0000128,DFWFCA Award,2001
nm0000128,DFWFCA Award,2002
nm0000128,SFFCC Award,2000
nm0000128,Critics Choice Award,2000
nm0000128,Critics Choice Award,2001
nm0000128,Critics Choice Award,2002
nm0000128,FCCA Award,1993
nm0000128,NSFC Award,2000
nm0000128,NBR Award,1999
nm0000128,Oscar,2001
nm0000128,Golden Globe,2002
nm0000128,ShoWest Award,2001
nm0000128,Actor,2002
nm0000128,BAFTA Film Award,2002
nm0000128,AFI Award,1991
nm0000128,AFI Award,1992
nm0000128,Global Achievement Award,2001
nm0000128,AFI International Award,2005
nm0000128,AFI International Award,2009
nm0000128,Chlotrudis Award,1998
nm0000128,Golden Apple,2000
nm0000128,Actor of the Year,2000
nm0000128,Empire Award,2001
nm0000128,Special Award,2009
nm0000128,Golden Space Needle Award,1993
nm0000128,Blockbuster Entertainment Award,2001
nm0000128,Star on the Walk of Fame,2010
nm0000128,Special Achievement Award,2012
nm0000128,NBR Award,2012
nm0000128,ACCA,2012
nm0000128,ACCA,2001
nm0000128,FCCA Award,2015
nm0000128,Golden Globe,2020
nm0000093,Razzie Award,1995
nm0000093,COFCA Award,2010
nm0000093,Golden Globe,1996
nm0000093,ShoWest Award,1993
nm0000093,Actor,2010
nm0000093,Volpi Cup,2007
nm0000093,Ensemble Cast Award,2007
nm0000093,Saturn Award,1996
nm0000093,MTV Movie Award,1995
nm0000093,MTV Movie Award,1995
nm0000093,People's Choice Award,2006
nm0000093,MTV Movie Award,1996
nm0000093,Universe Reader's Choice Award,1996
nm0000093,Bronze Wrangler,1995
nm0000093,People's Choice Award,2009
nm0000093,Teen Choice Award,2004
nm0000093,Teen Choice Award,2005
nm0000093,NRJ Ciné Award,2006
nm0000093,NRJ Ciné Award,2006
nm0000093,Audience Award,1998
nm0000093,People's Choice Award,2005
nm0000093,MTV Movie Award,2006
nm0000093,People's Choice Award,2008
nm0000093,Blockbuster Entertainment Award,1997
nm0000093,Rembrandt Award,2010
nm0000093,PFCS Award,2009
nm0000093,SDFCS Award,2009
nm0000093,NYFCC Award,2011
nm0000093,SDFCS Award,2006
nm0000093,BSFC Award,2011
nm0000093,Desert Palm Achievement Award,2012
nm0000093,NSFC Award,2012
nm0000093,Black Reel,2014
nm0000093,PGA Award,2014
nm0000093,BAFTA Film Award,2014
nm0000093,Oscar,2014
nm0000093,Independent Spirit Award,2014
nm0000093,MTV Movie Award,2014
nm0000093,ICS Award,2012
nm0000093,IFC Award,2012
nm0000093,DFCS Award,2012
nm0000093,CinEuphoria,2012
nm0000093,GAFCA Award,2012
nm0000093,GAFCA Award,2012
nm0000093,OFTA Film Award,2014
nm0000093,CinEuphoria,2010
nm0000093,Primetime Emmy,2014
nm0000093,Stanley Kramer Award,2015
nm0000093,Visionary Award,2015
nm0000093,ACCA,2009
nm0000093,ACCA,2006
nm0000093,IOMA,2012
nm0000093,BFCC Award,2013
nm0000093,IFCS Award,2008
nm0000093,Gotham Independent Film Award,2006
nm0000093,Gotham Independent Film Award,2011
nm0000093,EDA Award,2013
nm0000093,Ensemble Cast Award,2016
nm0000093,PGA Award,2016
nm0000093,Gold Derby Film Award,2007
nm0000093,Gold Derby Film Award,2010
nm0000093,Gold Derby Film Award,2014
nm0000093,Bravo Otto Germany,1995
nm0000093,Bravo Otto Germany,2004
nm0000093,Yoga Award,2000
nm0000093,Yoga Award,2005
nm0000093,INOCA,2012
nm0000093,CinEuphoria,2010
nm0000093,CinEuphoria,2010
nm0000093,CinEuphoria,2012
nm0000093,AFCC Award,2019
nm0000093,NBR Award,2019
nm0000093,Critics Choice Award,2020
nm0000093,Golden Globe,2020
nm0000093,SDFCS Award,2019
nm0000093,Actor,2020
nm0000093,TFCA Award,2019
nm0000093,SLFCA Award,2019
nm0000093,PFCC Award,2019
nm0000093,WAFCA Award,2019
nm0000093,SEFCA Award,2019
nm0000093,AACTA International Award,2020
nm0000093,CFCA Award,2019
nm0000093,DFWFCA Award,2019
nm0000093,VFCC Award,2019
nm0000093,OFCC Award,2019
nm0000093,BOFCA Award,2019
nm0000093,BSFC Award,2019
nm0001401,Critics Choice Award,2000
nm0001401,NBR Award,1998
nm0001401,Oscar,2000
nm0001401,Golden Globe,1998
nm0001401,Golden Globe,1999
nm0001401,Golden Globe,2000
nm0001401,ShoWest Award,2000
nm0001401,Actor,1999
nm0001401,Actor,2000
nm0001401,Blockbuster Entertainment Award,2000
nm0001401,Saturn Award,2009
nm0001401,Golden Satellite Award,1999
nm0001401,Actress of the Year,2000
nm0001401,Grand Jury Award,1998
nm0001401,People's Choice Award,2009
nm0001401,Teen Choice Award,2005
nm0001401,Teen Choice Award,2005
nm0001401,Teen Choice Award,2005
nm0001401,NRJ Ciné Award,2006
nm0001401,People's Choice Award,2005
nm0001401,MTV Movie Award,2006
nm0001401,Satellite Award,2008
nm0001401,Blockbuster Entertainment Award,2001
nm0001401,Rembrandt Award,2011
nm0001401,Teen Choice Award,2011
nm0001401,Heart of Sarajevo,2011
nm0001401,Cinema for Peace Award,2012
nm0001401,Silver Berlin Bear,2007
nm0001401,Jean Hersholt Humanitarian Award,2014
nm0001401,AAFCA Award,2008
nm0001401,EDA Female Focus Award,2012
nm0001401,EDA Female Focus Award,2007
nm0001401,OFTA Television Award,1998
nm0001401,CinEuphoria,2010
nm0001401,EDA Female Focus Award,2013
nm0001401,Icon Award,2004
nm0001401,BTVA People's Choice Voice Acting Award,2012
nm0001401,Stanley Kramer Award,2012
nm0001401,Truly Moving Picture Award,2014
nm0001401,Acting and Activism Award,2007
nm0001401,Blimp Award,2015
nm0001401,Audience Award,2015
nm0001401,ACCA,1999
nm0001401,Cinema for Peace Award,2015
nm0001401,BTVA Feature Film Voice Acting Award,2012
nm0001401,Yoga Award,2001
nm0001401,Outstanding Performer of the Year Award,2008
nm0001401,Yoga Award,2017
nm0001401,Georges Award,2015
nm0001401,Stinker Award,2004
nm0001401,Georges Award,2006
nm0001401,CinEuphoria,2015
nm0001401,CinEuphoria,2016
nm0001401,Hollywood Film Award,2017
nm0001401,CinEuphoria,2018
nm0001401,Board of the Governors Award,2018
nm0001401,Rembrandt Award,2015
nm0001401,Scream Award,2008
nm0001401,TIFF Tribute Award in Impact Media,2024
nm0001401,Tribute Award,2024
nm0001401,Modern Master Award,2025
nm0001401,Desert Palm Achievement Award,2025
nm0000138,Razzie Award,1999
nm0000138,COFCA Award,2007
nm0000138,AFCA Award,2007
nm0000138,NBR Award,1993
nm0000138,NBR Award,2006
nm0000138,Silver Berlin Bear,1997
nm0000138,Golden Globe,2005
nm0000138,Audience Award,2007
nm0000138,MTV Movie Award,1998
nm0000138,Ensemble Cast Award,2009
nm0000138,MTV Movie Award,2005
nm0000138,Satellite Award,2006
nm0000138,Blockbuster Entertainment Award,1998
nm0000138,Big Green Help Award,2009
nm0000138,Chlotrudis Award,1997
nm0000138,Teen Choice Award,2003
nm0000138,Blockbuster Entertainment Award,1997
nm0000138,Teen Choice Award,2010
nm0000138,Satellite Award,2006
nm0000138,COFCA Award,2007
nm0000138,NBR Award,2012
nm0000138,American Riviera Award,2013
nm0000138,Hollywood Film Award,2004
nm0000138,New Generation Award,1993
nm0000138,People's Choice Award,2014
nm0000138,Spotlight Award,2013
nm0000138,Golden Globe,2014
nm0000138,Critics Choice Award,2014
nm0000138,Cinema Vanguard Award,2014
nm0000138,MTV Movie Award,2014
nm0000138,CFCA Award,1994
nm0000138,Scream Award,2010
nm0000138,ICS Award,2014
nm0000138,ICS Award,2007
nm0000138,Rembrandt Award,2014
nm0000138,DFCC,2006
nm0000138,IGN People's Choice Award,2013
nm0000138,ACCA,2013
nm0000138,Golden Schmoes,2013
nm0000138,ACCA,2006
nm0000138,ACCA,2004
nm0000138,INOCA,2014
nm0000138,Golden Schmoes,2006
nm0000138,Satellite Award,2016
nm0000138,BSFC Award,2015
nm0000138,WAFCA Award,2015
nm0000138,Actor,2016
nm0000138,Golden Globe,2016
nm0000138,Critics Choice Award,2016
nm0000138,SDFCS Award,2015
nm0000138,PFCS Award,2015
nm0000138,SLFCA Award,2015
nm0000138,CFCA Award,2015
nm0000138,DFWFCA Award,2015
nm0000138,Sierra Award,2015
nm0000138,Just Kidding Award,2015
nm0000138,KCFCC Award,2015
nm0000138,UFCA Award,2015
nm0000138,Gold Derby Film Award,2014
nm0000138,COFCA Award,2016
nm0000138,Seattle Film Critics Award,2016
nm0000138,BAFTA Film Award,2016
nm0000138,NFCS Award,2015
nm0000138,GAFCA Award,2016
nm0000138,Oscar,2016
nm0000138,Dorian Award,2016
nm0000138,NTFCA Award,2016
nm0000138,DFCS Award,2016
nm0000138,Seattle Film Critics Award,2014
nm0000129,Razzie Award,1995
nm0000129,Razzie Award,2006
nm0000129,CFCA Award,1990
nm0000129,CFCA Award,2000
nm0000129,KCFCC Award,1988
nm0000129,Distinguished Achievement in Performing Arts,2005
nm0000129,FFCC Award,2000
nm0000129,NBR Award,1996
nm0000129,NBR Award,1999
nm0000129,Golden Globe,1997
nm0000129,Golden Globe,1990
nm0000129,Golden Globe,2000
nm0000129,Special Award,1987
nm0000129,Nova Award,1997
nm0000129,Special David,2005
nm0000129,MTV Generation Award,2005
nm0000129,Blockbuster Entertainment Award,2000
nm0000129,Saturn Award,2002
nm0000129,People's Choice Award,1990
nm0000129,People's Choice Award,1994
nm0000129,Wannabe Award,2001
nm0000129,Britannia Award,2005
nm0000129,Empire Award,2003
nm0000129,EMMA,2004
nm0000129,MTV Movie Award,2004
nm0000129,Man of the Year,1994
nm0000129,MTV Movie Award,1997
nm0000129,Golden Satellite Award,1997
nm0000129,MTV Movie Award,2001
nm0000129,Blockbuster Entertainment Award,1997
nm0000129,Special Silver Ribbon,2000
nm0000129,Star on the Walk of Fame,1986
nm0000129,Bambi,2007
nm0000129,Legend Award,2014
nm0000129,OFTA Film Award,1997
nm0000129,OFTA Film Award,2000
nm0000129,ACCA,1999
nm0000129,ACCA,1999
nm0000129,Yoga Award,1994
nm0000129,Bravo Otto Germany,1986
nm0000129,Bravo Otto Germany,1987
nm0000129,Bravo Otto Germany,1989
nm0000129,Bravo Otto Germany,1990
nm0000129,Bravo Otto Germany,1993
nm0000129,Bravo Otto Germany,1996
nm0000129,All Def Movie Award,2017
nm0000129,Blockbuster Entertainment Award,1995
nm0000129,MTV TRL Award,2003
nm0000129,Razzie Award,2018
nm0000129,Will Rogers Motion Picture Pioneers Award,2018
nm0000129,EDA Special Mention Award,2019
nm0000129,Peabody Award,2002
nm0000129,OFTA Film Hall of Fame,2020
nm0000129,National Film Award,2018
nm0000129,Honorary Golden Palm,2022
nm0000129,Saturn Award,2022
nm0000129,David O. Selznick Achievement Award in Theatrical Motion Pictures,2023
nm0000129,CCA Super Award,2023
nm0000129,MTV Movie + TV Award,2023
nm0000129,Showmanship Award,2023
nm0000129,Golden Schmoes,2023
nm0000129,Golden Schmoes,2023
nm0000129,CCA Super Award,2024
nm0000129,Golden Schmoes,2024
nm0000237,Razzie Award,2001
nm0000237,Razzie Award,2001
nm0000237,Razzie Award,2001
nm0000237,SEFCA Award,1996
nm0000237,ALFS Award,1995
nm0000237,LAFCA Award,1994
nm0000237,NBR Award,1977
nm0000237,Golden Globe,1996
nm0000237,Henrietta Award,1979
nm0000237,ShoWest Award,1996
nm0000237,David,1995
nm0000237,MTV Movie Award,1998
nm0000237,Desert Palm Achievement Award,1999
nm0000237,Ensemble Cast Award,2008
nm0000237,MTV Movie Award,1995
nm0000237,Best Actor,1994
nm0000237,Britannia Award,1998
nm0000237,Lifetime Achievement Award,1998
nm0000237,Golden Apple,1978
nm0000237,Golden Apple,1998
nm0000237,Lifetime Achievement Award,2004
nm0000237,Hollywood Film Award,2007
nm0000237,Hollywood Film Award,2007
nm0000237,American Comedy Award,1996
nm0000237,Man of the Year,1981
nm0000237,TV Land Award,2003
nm0000237,Blockbuster Entertainment Award,1997
nm0000237,World Artist Award,1999
nm0000237,Star on the Walk of Fame,1985
nm0000237,Critics Choice Award,2008
nm0000237,Golden Camera,2011
nm0000237,Donostia Lifetime Achievement Award,2012
nm0000237,Golden Eye for Lifetime Achievement,2012
nm0000237,Special Prize for Outstanding Contribution to World Cinema,2013
nm0000237,Special Achievement Award,1999
nm0000237,WFCC Award,2007
nm0000237,Movies for Grownups Award,2008
nm0000237,Stinker Award,1978
nm0000237,Stinker Award,2000
nm0000237,Bravo Otto Germany,1978
nm0000237,Bravo Otto Germany,1979
nm0000237,Bravo Otto Germany,1983
nm0000237,Yoga Award,2001
nm0000237,ACCA,1994
nm0000237,Kirk Douglas Award for Excellence in Film,2008
nm0000237,Primetime Emmy,2016
nm0000237,PGA Award,2017
nm0000237,Stinker Award,2000
nm0000237,Stinker Award,2000
nm0000237,FilmInk Award,2008
nm0000237,Black Reel,2017
nm0000237,Razzie Award,2020
nm0000216,Razzie Award,2005
nm0000216,Golden Globe,1977
nm0000216,Special Award,1985
nm0000216,Special Award,1993
nm0000216,Humanitarian Award,1997
nm0000216,Life Career Award,1992
nm0000216,MTV Movie Award,1992
nm0000216,World Artist Award,1998
nm0000216,Blimp Award,1991
nm0000216,Hall of Fame,1992
nm0000216,Maverick Tribute Award,2004
nm0000216,Golden Apple,1996
nm0000216,Taurus Honorary Award,2001
nm0000216,Star on the Walk of Fame,1987
nm0000216,Bambi,1996
nm0000216,Golden Camera,1997
nm0000216,Action Hero Award,2014
nm0000216,Primetime Emmy,2014
nm0000216,Blimp Award,1989
nm0000216,Golden Camera for Lifetime Achievement,2015
nm0000216,Golden Icon Award,2015
nm0000216,Lifetime Achievement Award,2003
nm0000216,Stinker Award,2004
nm0000216,Bambi,2017
nm0000216,Almería Tierra de Cine Award,2014
nm0000216,OFTA Film Hall of Fame,2021
nm0000216,May Award,2022
nm0000216,May Award,2022
nm0000216,Blimp Award,1992
nm0000216,GQ Germany Man Of The Year,2017
nm0000216,OFTA Film Hall of Fame,2023
